22351-3225-6453,1
174-19151-20080,1
2905-701-705,23
16818-174-4565,3
1273-25248-5490,10
14745-6318-701,66
14776-26085-3561,22
10913-11952-701,14
25899-2914-30274,9
1784-2914-3491,13
2042-23659-9930,4
13237-34088-8972,102
174-29778-6128,59
3108-703-7474,68
17976-17981-9237,44
13237-42-5413,96
2118-3217-8342,82
20928-8452-8524,37
10199-17426-4755,10
1668-209-3320,30
2497-2915-9225,38
174-18972-36513,33
25152-25232-286,36
11393-174-40093,12
12989-15915-174,16
174-20500-8928,17
27064-27066-637,42
2118-24700-39153,22
11825-174-4513,26
24810-2854-29125,18
31323-3267-35550,15
19029-1982-3561,26
11457-4977-6461,9
12787-174-5400,14
5006-57-7973,9
1257-174-4589,7
174-8404-9092,6
15348-19752-23498,13
30852-30960-8416,2
174-5388-6453,1
12306-174-3246,4
24587-2649-4589,1
174-3257-7132,2
1982-3491-6461,1
286-8210-8918,1
3261-5377-8856,2
17171-209-4565,1
286-8210-8560,1
174-34803-8928,12
112-1280-209,5
174-18559-26163,6
174-20634-6730,2
1239-243-3356,10
1273-13173-8681,4
24950-8390-8866,1
24665-28745-29648,5
174-2603-3246,10
174-21473-5588,2
174-19151-36323,4
3728-4323-6395,1
26742-6347-701,2
18259-2497-7679,4
174-26790-3602,1
12389-702-9198,3
13767-174-3561,3
19748-6347-701,1
10429-1251-28637,3
16070-41348-6855,2
10003-2516-4716,1
3549-4637-577,1
13129-174-3246,1
174-19151-6539,1
2118-3316-5568,1
174-6762-7132,5
11478-21548-851,1
1226-2828-7132,111
11537-209-81,23
174-2548-852,3
1221-17486-703,19
13790-17389-701,112
174-19925-549,5
174-25074-8648,22
5568-8684-8775,57
3238-3303-3549,37
2497-3257-42,109
2711-3491-3549,22
174-19024-26910,24
34570-35297-8788,45
174-25560-40988,45
2497-3303-42,107
6395-7018-72,78
3491-42-6762,59
174-3213-9191,76
1221-18191-7474,18
10026-1221-23969,8
12971-174-8437,6
1257-21202-31337,12
25267-3352-5400,4
12874-2594-8220,38
21565-2711-7018,3
174-8442-8881,45
1299-25098-6908,21
174-286-38930,23
19029-42-6539,52
14717-174-26878,58
19479-27506-701,13
174-3741-8928,12
174-25560-3257,2
174-36472-5713,29
1273-42-4323,2
174-3291-3320,17
11888-13591-174,9
174-20646-20676,3
209-2687-5511,4
1267-3303-9137,9
19632-22047-3549,7
16043-30960-6800,2
15743-174-8220,13
174-6453-8319,5
174-4181-4200,1
174-286-3491,7
174-3491-9063,2
12407-174-3491,1
174-2497-7132,1
10910-17361-701,3
174-2497-4134,1
1136-286-3320,1
13237-1784-4323,2
174-19262-209,2
174-3356-6453,2
1784-3557-4323,2
174-20847-286,9
17379-26592-7365,7
174-19817-25973,1
16150-21202-3238,2
174-3246-6939,2
13917-174-25973,3
11608-1784-6402,1
15270-22430-701,3
23352-286-28788,1
174-25462-3327,1
1239-6459-7350,7
2129-3356-6461,1
151-4637-4725,1
11164-1784-6939,1
22220-6596-701,1
15137-2828-701,1
19535-6128-701,1
1290-3246-3303,1
174-4436-6539,1
174-1767-3491,1
174-6539-6830,1
14103-2548-293,1
3257-3491-553,1
1221-7474-9443,1
1136-1200-286,2
2500-4717-7660,97
3066-4474-6939,3
286-8196-8859,3
15685-21205-2819,4
12541-1273-1889,3
16243-174-9143,45
11537-24-293,104
174-36323-4436,25
109-4637-7132,97
10143-703-7474,66
10019-2516-2519,52
16178-8670-9146,87
174-20562-8954,13
14745-19434-701,56
209-22742-29,88
2914-42-6453,109
3257-3303-42,107
2711-6395-7018,40
42-6453-6939,3
4817-7474-9942,6
13237-174-25973,9
12530-15461-6849,2
13237-174-4181,10
10715-11242-1916,23
1784-3303-6939,7
1257-21119-2874,1
12989-174-20940,37
2899-6539-7385,48
29636-30071-3344,26
13789-32957-701,38
13285-174-8001,48
209-2386-2687,29
20485-25462-8580,19
12989-174-8220,25
17404-20136-209,20
2614-6746-8708,3
174-20021-2828,17
10026-17925-18233,6
12713-1273-15805,2
20115-209-33581,9
21414-6863-8342,12
10764-1842-293,2
16150-3212-6939,7
16086-174-8434,11
1136-174-29686,5
15436-174-28747,9
174-3246-3291,8
286-6830-8210,1
286-3209-8437,1
14717-14996-174,5
174-4436-8220,7
174-5427-5588,1
174-25074-6939,1
10779-701-7784,6
16179-31359-8342,3
3496-6140-6505,2
12874-174-25462,1
174-25462-29006,2
10001-2516-4680,5
13249-8207-8856,3
10002-2516-4716,1
112-15879-6939,1
174-6762-8426,1
13237-286-6724,1
12731-12956-286,1
2818-6461-8838,1
3292-5539-8763,1
1784-2497-7911,1
10963-174-19151,1
174-19151-8068,1
160-22335-6325,114
25143-3255-6849,40
13790-22729-701,11
1653-3257-8674,6
3340-5507-8425,8
15917-702-7990,4
1273-2861-4589,1
10910-6432-701,8
13706-33310-7911,48
12188-174-577,63
2914-42-6461,86
13237-2497-42,93
3255-41166-6849,6
13768-174-33441,37
3218-3343-5568,39
174-5669-8928,48
14453-174-3320,67
19143-22284-701,3
16642-174-8220,9
12980-3352-5400,5
13332-174-26458,3
15412-286-3292,15
109-1239-7132,29
12670-174-8677,41
174-25462-3213,22
174-36472-812,5
1221-24110-2764,24
2118-3277-6880,36
12887-1299-15833,48
209-22291-25786,7
23749-4635-703,6
2819-5578-5588,27
15703-174-4589,9
12732-15891-174,4
174-286-8514,12
174-2828-8220,12
15703-174-8757,2
25462-286-5587,3
20764-6863-8631,1
13237-174-8426,2
1299-15652-20804,4
15533-6320-702,1
10764-293-5568,3
174-6453-9381,1
13193-3303-34019,5
2764-703-7496,1
16334-174-3246,2
174-3549-4200,1
174-2497-6461,2
7532-9416-9505,1
1239-12885-16637,6
209-3320-4628,13
3786-4756-9457,4
174-7843-852,5
16642-174-3291,1
25462-286-8607,3
1239-18607-25975,14
12237-6347-701,2
11164-1784-2497,1
11524-174-5738,3
17477-24317-2764,2
25462-286-8897,1
1257-174-9167,1
3216-8732-8904,2
17051-6128-701,1
29959-3602-577,1
16493-2828-701,1
2848-3058-3267,1
174-6539-8220,1
12956-2818-8210,1
286-4589-8222,1
2611-6762-8210,1
20562-24785-8935,1
1239-13416-6347,1
12989-5419-6939,1
29415-29608-3303,11
19589-4358-701,11
10197-1237-3786,11
15290-2044-5650,3
28873-8390-8866,2
18592-278-6503,104
16557-174-36240,93
174-32523-3320,73
12518-174-8805,92
3255-6849-6884,31
174-3561-35908,78
13237-1784-2516,12
12620-286-6730,20
1273-174-5089,9
24796-5394-5397,68
19024-22017-701,13
1239-32743-40048,28
174-19234-3320,36
1140-25232-286,32
174-6805-8351,35
174-19548-8001,47
13381-14551-701,31
13103-20850-31447,14
12969-174-3257,1
17608-18302-701,20
17536-18107-703,14
28860-31690-8342,19
174-6774-8708,9
28910-30728-8193,8
20959-3269-34216,11
12735-41296-9121,1
12168-701-7956,5
174-8342-8560,14
11608-1784-6596,8
1784-6327-8210,2
2118-5568-8342,2
1257-174-3491,1
11432-18747-4230,1
174-209-4200,1
174-6461-701,2
174-4637-4716,1
21385-286-8210,1
27064-27066-665,7
20895-2854-8342,1
174-5089-6939,1
16814-3549-7340,5
10594-1982-6539,1
174-19151-6320,3
1299-15685-29208,9
174-4355-8068,2
1299-174-20804,1
174-3491-4565,1
174-20547-8210,1
11933-174-26554,2
15275-6128-701,1
1239-8400-8866,1
3549-3561-577,1
12731-174-3292,1
174-8893-9211,1
13237-286-3304,1
2818-3257-8210,1
17951-2497-9370,1
10598-1239-6347,1
2697-4755-9498,104
11608-2544-6539,61
20961-5617-8938,12
174-5713-8575,41
13237-293-42,95
10704-16735-17379,84
12021-15290-174,42
174-26996-549,63
13680-19962-3356,22
16168-174-8928,92
12566-15557-174,79
174-286-8210,69
14717-174-36308,87
174-3213-8426,62
10191-3786-9457,54
1257-5381-8896,5
15703-174-9143,3
12956-174-8001,47
1733-568-721,32
17166-174-2828,42
22388-24-293,47
3491-42-6461,42
14551-40168-701,31
3257-558-6453,34
33850-5603-6764,29
209-26914-2828,6
13230-15756-25462,19
174-18942-19318,21
24649-28720-8708,2
31435-8717-9127,9
174-31216-8342,9
2857-4589-6695,6
1221-2687-7474,4
2497-7524-9824,1
174-20676-3257,2
174-2200-6453,1
17054-2631-3549,4
174-3491-3561,3
174-27589-3491,5
1-3356-3494,2
10310-174-3303,2
1136-286-6805,1
1273-3561-9145,2
1267-3303-6734,3
3786-38082-7470,7
12874-30848-702,3
11686-42-4355,3
17981-38723-7552,4
1784-25973-3557,1
174-26654-6128,5
12956-174-4589,1
174-19151-4788,3
12880-21341-41900,3
174-2044-4355,7
13285-174-25462,1
209-22107-6461,1
6059-6189-7911,3
20640-25462-286,2
174-2119-8001,1
174-8210-8657,2
15598-286-34081,1
174-5400-8472,3
12337-286-8422,1
1103-1257-286,1
224-3246-3257,1
1221-17812-7474,1
29244-8262-8866,1
286-4589-9143,1
2818-3491-4589,1
12956-20640-286,1
30628-36334-6181,1
12956-3352-4589,19
174-4200-7260,7
24785-25151-286,11
10029-23682-4637,88
10032-4635-4841,87
174-21057-3320,52
15412-174-8966,61
174-20676-9132,60
12876-174-25593,52
12946-174-3320,68
23372-29668-3356,75
20946-28700-8631,53
1103-20969-286,14
174-29970-7132,21
13127-174-8881,7
13237-174-5410,13
174-25232-9009,4
174-8342-8657,22
174-286-6320,69
15933-174-286,17
29215-3303-34197,5
12381-1653-29509,5
16339-29668-3303,4
2576-3356-3549,11
174-25220-29551,16
3216-42032-8732,4
6495-6503-8151,33
3491-42-4323,34
13237-42-7132,35
15491-20771-41738,20
15276-35937-36286,4
286-31515-8210,10
35002-6746-8751,36
174-3257-6389,2
15412-174-3786,16
30458-30485-3356,9
174-22822-22982,2
17470-38039-5087,13
16287-29072-8342,5
1563-1569-27065,2
30726-31181-5617,9
12294-15738-21219,6
17676-23810-2497,4
25462-286-6728,5
1784-6539-9942,2
17430-4134-4847,7
3213-8553-8838,7
112-15879-20562,2
13129-174-8319,6
15290-2044-3491,2
14717-174-18518,7
174-7271-812,6
2134-2914-3549,3
1784-19151-25973,1
31076-3303-3313,1
16206-174-20869,1
14064-6347-701,2
174-4004-6762,1
20884-5610-702,1
174-3320-9145,1
1290-6461-6939,1
286-31309-9009,1
1-3303-8220,1
12480-286-4589,1
23352-286-3303,1
15670-24730-3303,9
10020-2497-4713,19
10912-16728-701,101
2044-2914-6539,3
11608-15290-4319,9
8449-8511-8863,1
3303-3491-42,62
23844-4808-9815,51
2497-7514-9824,90
174-31752-3320,48
174-25871-2828,74
17986-2764-7600,13
15290-32563-376,52
206-3356-3549,95
174-8437-8447,5
1221-17756-7474,16
1257-13212-2116,1
1267-3303-3491,16
1784-2152-6939,9
15703-174-20507,4
19752-19835-577,14
11664-16732-7049,1
13237-174-8001,14
1299-6849-8788,29
1237-3786-7564,3
13118-20485-21191,46
12989-174-9264,1
19807-209-7473,13
174-286-8308,19
174-31800-5388,60
174-30641-34,42
174-4355-4544,30
1221-2764-38298,22
10592-1784-701,34
12413-12941-3320,45
18101-21433-701,37
112-16150-5413,3
174-8001-8851,46
15804-20928-8452,27
209-21935-2828,5
174-22773-30218,13
174-29631-5713,15
174-24973-5669,1
13237-174-29141,2
1239-14323-15480,16
174-4306-8210,7
12897-174-286,6
174-21409-3246,3
15290-174-2516,1
13237-174-7911,1
17451-17885-7473,2
10026-174-6303,4
174-2828-36282,10
17982-2764-9722,3
174-2116-2603,8
12951-2854-8342,3
1239-17902-7657,1
15436-16073-174,2
16559-174-6939,2
12306-174-9044,3
1239-151-9498,1
14131-2551-3356,1
20704-286-8928,1
12491-702-9129,2
174-2119-3213,1
174-2381-4200,1
20773-286-8422,2
1759-34273-719,1
13237-2818-3303,2
1239-16050-5511,1
17957-2516-4716,1
13319-3602-577,1
22510-701-7091,2
27363-6128-701,1
2914-4780-9919,1
1290-15412-3491,1
12558-1257-286,1
13237-286-8222,1
174-6395-6461,1
13088-6774-702,1
2497-4673-9225,108
18092-2497-4713,22
1836-286-5669,13
10015-2497-9351,16
10913-17133-701,31
22070-23474-701,49
15290-174-19797,60
12493-174-5511,81
174-286-8365,88
174-6389-812,98
10010-17697-2497,57
12491-5486-701,90
13768-174-21548,31
12222-174-8001,60
174-20547-3213,50
29876-32346-6939,73
20495-286-8190,2
1221-7474-9983,18
13237-15557-174,13
15933-21385-286,7
30600-6467-701,9
1237-17576-9270,9
174-25232-8928,46
17707-24272-2519,12
21309-3228-3257,24
24846-29125-34364,23
24301-4847-9801,47
1239-14991-26554,2
2907-37909-7509,25
1103-1200-174,34
12956-174-5400,33
15557-174-286,25
209-27178-2828,6
209-2768-2828,6
3218-3267-3343,3
174-3320-6677,8
174-3257-9299,1
31359-34894-8342,29
23352-29789-31936,6
13237-25462-2857,4
12741-12877-6778,6
18302-36415-703,2
174-3491-8220,2
174-2914-4134,1
174-3549-3786,2
174-25973-4195,4
2854-3267-35641,4
174-25074-9189,2
34502-42858-8514,4
15500-41465-8342,2
25733-30033-30085,1
1749-270-297,3
42-4200-4637,2
12179-18834-701,1
1659-7539-9916,2
14361-174-2548,2
174-25462-5430,1
25074-29158-3356,1
174-3265-6762,1
174-3491-683,1
1273-15717-15933,1
2818-8210-8838,1
2611-3257-6762,1
10794-701-7046,2
3216-34052-8402,1
174-3786-4474,3
20562-25596-286,27
14103-174-2548,2
24822-3340-5507,13
13591-174-3561,81
11727-19752-577,5
174-5466-8068,13
145-22284-688,97
1299-20576-8359,5
19086-19752-577,84
293-7065-8121,74
174-2647-5511,80
1273-12956-174,9
25462-286-6667,5
2497-4713-7521,15
10197-1237-9270,9
174-21396-8553,13
174-286-6770,7
3257-3491-42,3
1257-13069-2874,1
174-812-8210,61
174-3320-8271,37
174-3213-6320,31
18101-38015-701,28
21219-35144-5380,27
12294-20850-28706,5
1668-209-2828,6
15670-174-24730,17
106-701-7047,3
209-4628-7473,7
22833-23520-7137,2
17444-2914-4635,1
1239-5650-71,2
21356-31595-3491,9
174-22822-36561,12
1477-5972-721,3
2647-288-6853,5
174-3246-9264,5
12731-286-8210,2
125-3356-7018,2
14163-6347-701,2
12668-16285-2854,2
174-20940-25462,2
174-25462-9070,1
12337-174-25462,1
12180-1239-23520,1
21437-24618-30790,2
1299-15772-34727,1
174-2856-5400,1
10021-2497-7524,1
1290-12956-3303,1
1290-12956-21099,1
1299-8402-8629,1
2119-8210-8394,1
15290-174-6395,1
13237-286-6735,1
15598-286-3303,1
293-4200-6402,1
29314-31329-8246,1
31554-34050-35002,1
2497-9622-9824,17
18730-4267-7018,8
286-8437-8708,2
1239-4635-9269,4
1221-4802-703,70
33-3557-6461,89
2497-7664-9370,61
10026-174-4648,47
174-30339-3561,87
174-19024-20428,29
12968-29649-5629,23
11712-209-6197,68
16338-174-23148,51
10056-3786-9457,38
15566-8245-8425,2
1103-25152-286,28
12956-174-9211,6
1241-24897-702,35
174-3246-8342,7
21356-3491-8757,17
2544-3356-6461,34
14709-21599-26105,70
10011-10015-2516,31
19029-2497-42,49
27066-665-724,51
174-26067-8001,45
12552-174-42309,6
174-3257-33843,1
188-22773-3356,3
2818-3549-5713,3
1257-21119-29300,2
1299-24724-29535,2
12956-174-5390,1
16367-29208-5578,4
174-25179-8210,4
174-8210-9143,2
1784-19151-2914,2
24940-286-33891,2
17918-2764-703,1
174-2914-6461,2
174-3356-4637,2
174-31031-8928,14
25082-34251-35320,6
2118-3267-6880,8
21415-8795-9070,1
174-2647-5588,3
13237-8442-8928,1
13228-34068-35737,2
209-27364-2828,2
12874-1299-174,1
174-3602-7781,1
12221-6347-701,1
1290-3291-3491,1
1239-18618-23481,1
22128-2716-6140,2
12956-2818-6762,1
2818-3292-4637,1
14868-22148-4230,1
1239-20325-6347,1
22298-29761-6395,1
1239-16391-6347,1
1273-12956-4637,1
12956-174-29958,1
1239-15150-22520,7
1-18708-3356,11
10876-3582-4600,61
13030-174-34146,59
13132-286-5430,27
1226-1348-7132,98
174-20495-8928,83
16345-20485-6767,50
1299-3307-5377,66
174-3213-34305,62
14328-19430-701,76
174-2200-286,95
112-3557-6939,67
15388-174-8805,91
15557-174-8839,85
15703-174-9191,2
12593-25143-35320,11
15703-174-8928,13
16353-3303-8553,8
286-31212-5400,12
174-28878-4589,11
14977-209-33588,48
10933-1239-23270,28
10764-293-9264,2
2683-3277-5568,4
12883-6703-6849,39
14157-174-26228,8
209-27277-2828,6
16713-174-4355,18
703-7474-9555,9
3246-6839-719,8
12956-174-5430,1
15915-174-8210,4
174-19151-22773,1
11012-3561-6347,3
174-3491-4544,6
1221-2764-703,7
174-3246-9009,3
13237-174-3356,1
174-4637-4648,1
174-2914-701,2
13237-174-2914,1
17638-4134-7641,4
13030-174-3213,6
174-22400-8001,7
174-5764-812,6
11-174-209,6
1733-5803-6052,2
1239-4770-7657,1
11038-6295-701,2
22822-286-5462,4
24198-4795-9785,1
1239-15830-28817,4
12654-1299-6695,1
11638-209-2828,2
21202-30880-30912,1
10799-1239-14745,2
24785-286-6461,1
15717-286-3303,1
13030-13237-286,1
15290-2688-7018,1
286-4589-8210,1
286-3257-3265,1
3216-34802-8629,1
14865-209-8015,7
3267-3343-5568,6
13237-15169-174,11
1273-3549-4589,1
1733-5800-6034,77
15412-174-286,60
2534-2828-7018,110
174-28842-8220,100
174-3320-9132,23
174-19024-29778,32
12558-174-286,69
3303-42-6762,96
12871-13237-174,8
1257-2116-21293,1
22335-2381-59,44
286-3344-8468,4
174-286-8939,19
1784-6327-6939,5
174-30912-8928,35
17676-17941-2497,45
15606-174-3320,14
12956-174-6389,48
19151-3491-558,28
12181-33322-5693,15
174-34790-8426,23
174-28716-3313,4
16503-2828-31862,12
4549-6395-7132,12
174-24785-8928,28
15703-174-25525,1
174-31998-7132,6
10586-20299-6487,11
10029-23872-4637,5
1982-6539-8121,5
12437-39077-8638,1
28809-31430-3216,3
174-3491-7473,3
12353-174-5511,1
174-4725-852,6
12558-1257-174,3
2110-24784-4589,2
15703-286-8210,1
15598-286-8210,2
13285-15704-174,3
174-4134-4200,2
29422-34387-6667,7
29171-6746-6910,2
31175-3267-5568,1
12956-174-2686,5
16265-19151-286,1
19151-286-3209,1
209-6461-7459,1
174-8473-8642,3
174-25504-6666,2
174-3491-6774,1
1120-6461-8437,1
13237-20646-286,1
174-1901-8928,1
1239-6347-8128,1
1299-4589-559,2
1784-3557-6939,15
3356-5067-5069,47
12180-22718-701,103
12006-29889-3356,3
1237-18298-9270,76
14472-33261-6539,104
14669-36014-701,72
174-286-3304,81
10813-18695-701,24
174-286-6853,74
18885-209-36667,62
703-7474-7722,67
19094-32592-5109,36
1257-2874-31005,1
1784-2914-6327,5
3213-3303-3356,8
19024-22078-701,74
25528-35225-5391,56
174-5400-5588,85
15412-174-5600,52
11432-22341-4230,14
1103-174-3333,30
2516-6539-714,47
109-1239-9498,39
15598-174-42135,22
174-29045-5713,12
174-286-3209,41
10910-39967-701,12
174-8001-8404,2
174-5400-8220,1
22047-6429-6762,4
12586-13237-29686,11
15436-174-8210,6
174-23970-9942,6
1784-2152-6596,4
174-4648-6539,2
2854-8342-8744,2
174-28691-9009,2
12989-286-5669,1
13645-3856-42,1
2706-2914-9304,2
174-28716-3491,4
16559-174-19151,3
19285-6347-701,2
12989-174-25462,1
174-25462-8657,2
174-29204-3320,1
174-6666-8928,1
13867-2828-701,1
11704-2828-701,1
27299-3602-577,1
2828-32957-701,1
12222-174-2828,2
12399-286-4589,1
2818-4637-8210,1
15743-286-3491,1
12956-24587-286,1
174-21232-8404,2
1221-9328-9443,1
15290-30092-4319,7
1299-137-3549,121
13237-1784-2497,15
13173-3561-8681,2
14900-209-22300,3
15703-25596-286,19
10933-209-30293,23
1236-3356-6395,22
209-2687-4635,33
293-42-6461,83
29131-3213-8421,14
2497-42-6461,81
18695-33337-701,92
21280-5377-9207,86
174-5511-8657,79
13759-19094-36269,57
12128-174-2828,13
14321-14751-209,31
12605-13237-174,3
174-20940-8220,8
174-8342-8546,23
14717-15322-174,19
27064-5982-721,36
19262-29999-8112,11
12731-174-286,48
1237-4665-9270,31
174-22781-3320,38
174-18972-19635,33
174-5410-8001,45
293-7539-9264,10
20485-6856-8744,21
174-38973-5713,14
174-28753-3257,1
174-2828-40426,1
174-25973-36221,23
20704-286-41144,3
1257-174-1853,14
3685-3754-6395,8
16611-22773-3144,3
13228-21011-28858,1
4179-7018-7132,6
174-25232-25462,10
1136-12956-174,7
12654-20562-286,2
20562-24586-286,2
174-20507-3246,4
2818-286-8210,1
12956-174-8763,5
21127-41122-9107,8
2048-32440-7911,8
18302-2385-3786,10
1299-29076-42226,7
15436-174-4436,6
174-4766-5588,3
2706-4637-9304,2
3491-42003-42020,12
174-25462-29562,1
174-25462-8804,6
174-8210-9264,1
11011-209-6461,1
174-25130-8928,1
174-3257-8001,1
174-20179-6347,1
1267-3257-3302,1
19239-2687-9335,1
174-6730-8342,2
12389-701-8342,2
1239-15589-3302,1
1221-17642-9837,1
1267-4589-9104,19
2116-3293-8434,3
293-6596-9264,5
2044-2914-5650,3
22335-293-38,59
4130-5050-7018,62
2486-3257-3303,10
25410-5617-8938,15
1136-286-9143,1
15290-4319-6539,9
10813-10910-701,24
18228-23734-3758,53
2152-42-6461,73
17950-2497-4682,84
174-286-3292,85
174-2603-8220,48
11608-2914-42,53
1680-701-7762,76
2118-5568-8480,75
13037-13237-174,14
12181-16728-701,13
12251-18695-701,10
174-20824-8220,22
13237-15703-3212,2
1784-2914-6539,8
12956-15444-174,13
174-24953-8805,1
3549-6-701,31
22080-22927-6140,42
174-3213-5552,50
21189-3261-42938,4
19151-35908-558,38
19752-6453-819,38
15772-174-8001,18
1299-137-3356,51
16150-42-7132,30
20562-25182-286,13
174-5430-8001,33
1273-3491-42,1
174-20646-25074,5
1239-13228-21219,2
34814-41360-6849,3
174-29791-4436,2
13037-174-8210,6
151-4637-4755,8
174-2647-4436,1
2912-2914-4657,2
174-6539-812,3
174-3303-4648,1
174-3602-6539,3
15436-28747-3257,2
13030-174-812,4
174-20782-6320,5
2516-42-4200,2
25328-8437-8591,1
174-5413-8657,1
17608-18302-703,3
1299-174-6830,1
10026-2518-703,2
10282-286-5583,1
1299-32105-8121,1
24720-3356-8553,1
1239-14745-23520,1
1136-12956-286,1
16150-1653-3238,1
1221-17477-9837,1
209-29871-6197,74
1239-14801-3776,4
20764-2820-3216,60
103-293-6325,71
16852-6479-701,11
109-1239-2914,122
116-209-3356,119
13237-2857-3303,25
23610-9812-9929,6
24138-4808-9929,58
15594-3303-34088,7
174-25074-8893,63
18667-19422-6057,3
15703-174-20640,1
15290-6539-819,12
1659-18185-18420,19
13237-174-29686,13
13237-174-8939,3
12064-16611-3144,49
1237-3786-7560,54
11252-209-210,25
19292-701-7381,24
15982-35573-8400,32
2118-3277-5433,42
2118-3267-5433,41
174-3300-8001,50
225-40220-7066,38
174-2611-286,20
11172-13878-3549,20
30836-3340-8229,6
2854-29125-34364,33
12946-174-5400,27
174-22822-35908,32
2818-3549-5413,3
11686-174-8210,2
3085-7018-7132,6
12295-174-8468,15
174-4436-9505,8
1784-6327-8001,2
174-25973-8210,4
1136-13237-174,8
12682-174-5462,2
11608-16631-2044,2
174-3549-5650,1
18302-3357-3786,10
174-29231-8928,11
42-5650-6539,2
174-2152-25,3
174-21195-2603,5
174-5390-5413,1
1299-174-5400,1
10310-19151-286,1
16380-5617-8308,1
1784-3638-5400,1
13249-3255-34046,2
174-4355-6983,1
174-25462-3249,1
15703-174-24642,1
17470-38039-9329,1
13062-3216-35539,1
1299-8196-8426,2
21817-2828-701,1
26092-2828-701,1
1290-3491-4589,1
1136-286-4589,1
174-6395-701,1
1221-703-9544,1
174-19151-5089,1
174-8342-9044,2
